,ISBN,bookTitle,bookAuthor,yearOfPublication,publisher,imageUrlS,imageUrlM,imageUrlL
143937,0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.LZZZZZZZ.jpg
144197,0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books,http://images.amazon.com/images/P/0553569910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.LZZZZZZZ.jpg
144331,0553250531,The Valley of Horses,JEAN M. AUEL,1984,Bantam,http://images.amazon.com/images/P/0553250531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.LZZZZZZZ.jpg
144463,0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg
144764,0515132187,The Villa,Nora Roberts,2002,Jove Books,http://images.amazon.com/images/P/0515132187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515132187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515132187.01.LZZZZZZZ.jpg
145000,0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,http://images.amazon.com/images/P/0446670251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446670251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446670251.01.LZZZZZZZ.jpg
145201,0671870998,The Wedding,Julie Garwood,1996,Pocket Books,http://images.amazon.com/images/P/0671870998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671870998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671870998.01.LZZZZZZZ.jpg
145405,0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books,http://images.amazon.com/images/P/0316780375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316780375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg
145582,0446606324,The Winner,David Baldacci,1998,Warner Vision,http://images.amazon.com/images/P/0446606324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606324.01.LZZZZZZZ.jpg
145766,0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg
146040,0446516317,The Witness,Sandra Brown,1995,Replica Books,http://images.amazon.com/images/P/0446516317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446516317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446516317.01.LZZZZZZZ.jpg
146148,0743204697,The Woman Next Door,Barbara Delinsky,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0743204697.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743204697.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743204697.01.LZZZZZZZ.jpg
146305,0451137965,Thinner,Stephen King,1985,New Amer Library,http://images.amazon.com/images/P/0451137965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.LZZZZZZZ.jpg
146491,0515135062,Three Fates,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515135062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515135062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515135062.01.LZZZZZZZ.jpg
146693,0385721420,Three Junes,JULIA GLASS,2003,Anchor,http://images.amazon.com/images/P/0385721420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.LZZZZZZZ.jpg
146909,0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg
147133,0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,http://images.amazon.com/images/P/0345417623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345417623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345417623.01.LZZZZZZZ.jpg
147685,0684848783,Tis : A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/0684848783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg
147860,0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner,http://images.amazon.com/images/P/0684865742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg
147993,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg
148503,0312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press,http://images.amazon.com/images/P/0312265867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg
148629,0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.LZZZZZZZ.jpg
148763,0553583441,Touching Evil,Kay Hooper,2001,Bantam Books,http://images.amazon.com/images/P/0553583441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583441.01.LZZZZZZZ.jpg
148858,0553578308,Tough Cookie,Diane Mott Davidson,2001,Bantam Books,http://images.amazon.com/images/P/0553578308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578308.01.LZZZZZZZ.jpg
148966,0425167097,Toxin,Robin Cook,1999,Berkley Pub Group,http://images.amazon.com/images/P/0425167097.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425167097.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425167097.01.LZZZZZZZ.jpg
149098,0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,1997,Tyndale House Publishers,http://images.amazon.com/images/P/0842329218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329218.01.LZZZZZZZ.jpg
149280,0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218036.01.LZZZZZZZ.jpg
149410,0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,http://images.amazon.com/images/P/0385484518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385484518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385484518.01.LZZZZZZZ.jpg
149903,042513699X,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group,http://images.amazon.com/images/P/042513699X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042513699X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042513699X.01.LZZZZZZZ.jpg
150045,0671001795,Two for the Dough,Janet Evanovich,1996,Pocket,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg
150312,0767900383,Under the Tuscan Sun,Frances Mayes,1997,Broadway,http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg
150496,0399142851,Unnatural Exposure,Patricia Daniels Cornwell,1997,Putnam Pub Group,http://images.amazon.com/images/P/0399142851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399142851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399142851.01.LZZZZZZZ.jpg
150754,0446519790,Unspeakable,Sandra Brown,1998,Replica Books,http://images.amazon.com/images/P/0446519790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519790.01.LZZZZZZZ.jpg
150895,0440217466,Vanished,Danielle Steel,1994,Dell,http://images.amazon.com/images/P/0440217466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440217466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217466.01.LZZZZZZZ.jpg
151023,0425172996,Vector,Robin Cook,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425172996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425172996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425172996.01.LZZZZZZZ.jpg
151164,0380730138,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998,Perennial,http://images.amazon.com/images/P/0380730138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730138.01.LZZZZZZZ.jpg
151429,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg
151808,0345389425,Violin,Anne Rice,1998,Ballantine Books,http://images.amazon.com/images/P/0345389425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345389425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345389425.01.LZZZZZZZ.jpg
151951,0345422392,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,2001,Ballantine Books,http://images.amazon.com/images/P/0345422392.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422392.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422392.01.LZZZZZZZ.jpg
152065,0446609145,Void Moon,Michael Connelly,2001,Warner Vision,http://images.amazon.com/images/P/0446609145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446609145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446609145.01.LZZZZZZZ.jpg
152168,0440217563,Voyager,DIANA GABALDON,1994,Dell,http://images.amazon.com/images/P/0440217563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440217563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217563.01.LZZZZZZZ.jpg
152289,0671452177,WLD ACCORDNG GARP,John Irving,1982,Pocket,http://images.amazon.com/images/P/0671452177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671452177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671452177.01.LZZZZZZZ.jpg
152408,0670839809,Waiting to Exhale,Terry McMillan,1992,Viking Books,http://images.amazon.com/images/P/0670839809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670839809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670839809.01.LZZZZZZZ.jpg
152542,0440193613,Wanderlust,Danielle Steel,1987,Dell,http://images.amazon.com/images/P/0440193613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.LZZZZZZZ.jpg
152673,0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425107469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425107469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425107469.01.LZZZZZZZ.jpg
152853,0380796090,Watermelon,Marian Keyes,1999,Avon,http://images.amazon.com/images/P/0380796090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380796090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380796090.01.LZZZZZZZ.jpg
152976,0140039589,Watership Down,Richard Adams,1974,Penguin Books,http://images.amazon.com/images/P/0140039589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140039589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140039589.01.LZZZZZZZ.jpg
153288,0452282829,We Were the Mulvaneys,Joyce Carol Oates,1996,Plume,http://images.amazon.com/images/P/0452282829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282829.01.LZZZZZZZ.jpg
153630,0684835975,We'll Meet Again,Mary Higgins Clark,1999,Simon &amp; Schuster,http://images.amazon.com/images/P/0684835975.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684835975.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684835975.01.LZZZZZZZ.jpg
153843,0440200989,Weep No More My Lady,Mary Higgins Clark,1993,Dell,http://images.amazon.com/images/P/0440200989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg
153938,0312252943,Welcome to Temptation,Jennifer Crusie,2000,St. Martin's Press,http://images.amazon.com/images/P/0312252943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312252943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312252943.01.LZZZZZZZ.jpg
154065,080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg
154276,0671044702,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,Simon &amp; Schuster Audio,http://images.amazon.com/images/P/0671044702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671044702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671044702.01.LZZZZZZZ.jpg
154488,089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,http://images.amazon.com/images/P/089480829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg
154621,0446607657,When the Wind Blows,James Patterson,1999,Warner Vision,http://images.amazon.com/images/P/0446607657.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg
155017,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446672211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.LZZZZZZZ.jpg
155602,0553255851,Where the Red Fern Grows,Wilson Rawls,1984,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553255851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553255851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553255851.01.LZZZZZZZ.jpg
155735,0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books,http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg
156166,0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket,http://images.amazon.com/images/P/0671673688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.LZZZZZZZ.jpg
156301,0373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin,http://images.amazon.com/images/P/0373825013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373825013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373825013.01.LZZZZZZZ.jpg
156408,0385299281,Whispers,Belva Plain,1993,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385299281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385299281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385299281.01.LZZZZZZZ.jpg
156694,0316569321,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown",http://images.amazon.com/images/P/0316569321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316569321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316569321.01.LZZZZZZZ.jpg
157081,0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books,http://images.amazon.com/images/P/0316284955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316284955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316284955.01.LZZZZZZZ.jpg
157437,0375703861,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA,http://images.amazon.com/images/P/0375703861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703861.01.LZZZZZZZ.jpg
157601,0060987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,Regan Books,http://images.amazon.com/images/P/0060987103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg
157927,0671693816,Wifey,Judy Blume,1989,Pocket,http://images.amazon.com/images/P/0671693816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg
158053,0971880107,Wild Animus,Rich Shapero,2004,Too Far,http://images.amazon.com/images/P/0971880107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0971880107.01.LZZZZZZZ.jpg
160555,0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/0345386108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345386108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345386108.01.LZZZZZZZ.jpg
160699,0312978383,Winter Solstice,Rosamunde Pilcher,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312978383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312978383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312978383.01.LZZZZZZZ.jpg
160893,0446610100,Wish You Well,David Baldacci,2001,Warner Books,http://images.amazon.com/images/P/0446610100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.LZZZZZZZ.jpg
161127,0425143325,Without Remorse,Tom Clancy,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425143325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425143325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425143325.01.LZZZZZZZ.jpg
161330,0451194861,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1998,Signet Book,http://images.amazon.com/images/P/0451194861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451194861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451194861.01.LZZZZZZZ.jpg
161476,0553211412,Wuthering Heights,Emily Bronte,1983,Bantam,http://images.amazon.com/images/P/0553211412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553211412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553211412.01.LZZZZZZZ.jpg
161671,0142001430,Year of Wonders,Geraldine Brooks,2002,Penguin Books,http://images.amazon.com/images/P/0142001430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001430.01.LZZZZZZZ.jpg
161840,0671004549,You Belong To Me,Mary Higgins Clark,1999,Pocket Books,http://images.amazon.com/images/P/0671004549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg
161963,0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,Bantam,http://images.amazon.com/images/P/0553277472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg
162173,0440203856,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440203856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg
